States/UTs,Rice,Wheat,Atta,Gram Dal,Tur Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk,Groundnut Oil,Mustard Oil,Vanaspati,Soya Oil,Sunflower Oil,Palm Oil,Gur,Tea Loose,Salt,Potato,Onion,Tomato,Date,price_type
Maximum Price,58.5,50.0,64.0,131.5,155.0,140.0,150.0,125.0,52.0,80.0,270.0,220.0,200.0,180.0,230.0,160.0,100.0,519.34,28.0,56.0,50.0,180.0,2023-07-13,wholesale
Minimum Price,19.0,17.0,16.5,49.5,70.0,56.0,72.0,63.5,22.5,30.0,110.0,92.0,85.0,90.0,92.0,73.0,27.84,150.0,5.8,7.0,8.0,30.0,2023-07-13,wholesale
Modal Price,32.0,22.5,30.0,67.5,130.0,100.0,100.0,75.0,40.0,50.0,185.0,130.0,105.0,110.0,110.0,90.0,45.0,200.0,24.0,15.0,20.0,100.0,2023-07-13,wholesale
Average Price,35.819,26.3145,30.583099999999998,66.32350000000001,122.5978,103.01799999999999,99.9937,82.03020000000001,39.7725,54.3451,177.8298,131.5082,117.7341,119.54700000000001,120.8477,95.9474,44.1362,246.4298,18.1698,17.8338,20.394000000000002,96.7136,2023-07-14,wholesale
Maximum Price,58.5,50.0,64.0,131.5,154.0,140.0,155.0,125.0,52.0,80.0,270.0,220.0,200.0,186.81,230.0,160.0,100.0,560.0,28.0,50.0,50.0,195.0,2023-07-14,wholesale
Minimum Price,12.0,17.0,16.0,49.0,70.0,56.0,72.0,64.0,22.5,30.0,110.0,92.0,87.0,90.0,92.0,75.0,27.84,150.0,5.8,7.4,8.0,30.0,2023-07-14,wholesale
Modal Price,32.0,23.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,185.0,130.0,100.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-14,wholesale
Average Price,35.8678,26.3647,30.692800000000002,66.3098,123.6959,103.1381,100.23379999999999,81.6182,39.7228,54.5224,178.93990000000002,131.5394,117.7485,118.1669,120.2752,95.68969999999999,44.31100000000001,242.6071,18.2962,17.7344,20.334400000000002,97.56280000000001,2023-07-15,wholesale
Maximum Price,58.0,50.0,64.0,131.5,154.0,140.0,155.0,125.0,52.0,80.0,270.0,220.0,200.0,180.0,228.0,160.0,100.0,519.34,28.0,48.0,48.0,200.0,2023-07-15,wholesale
Minimum Price,11.5,17.0,16.5,48.5,72.0,56.0,74.0,64.0,22.5,33.0,110.0,93.4,85.0,90.0,92.0,75.0,27.84,150.0,5.8,7.5,8.0,34.0,2023-07-15,wholesale
Modal Price,32.0,23.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,185.0,125.0,100.0,110.0,110.0,90.0,45.0,200.0,24.0,15.0,20.0,100.0,2023-07-15,wholesale
Average Price,36.0401,26.305100000000003,30.7219,65.4036,124.6214,102.8652,99.70790000000001,80.9523,39.4842,53.8888,178.42430000000002,129.8329,115.11149999999999,117.475,119.52860000000001,94.8909,43.595200000000006,240.704,19.0798,17.5102,19.6116,98.2555,2023-07-16,wholesale
Maximum Price,58.0,45.0,64.0,131.5,155.0,140.0,136.0,125.0,48.0,75.0,270.0,220.0,197.0,167.0,228.0,160.0,100.0,465.0,28.0,48.0,48.0,180.0,2023-07-16,wholesale
Minimum Price,22.0,17.0,22.5,52.0,72.0,64.0,72.0,64.0,32.0,36.0,110.0,93.4,85.0,90.0,92.0,75.0,27.84,154.0,6.0,7.5,8.0,34.0,2023-07-16,wholesale
Modal Price,32.0,23.0,30.0,65.0,130.0,100.0,95.0,75.0,40.0,50.0,190.0,120.0,105.0,110.0,110.0,90.0,45.0,200.0,24.0,15.0,20.0,100.0,2023-07-16,wholesale
Average Price,35.7889,26.3033,30.5889,66.1745,122.78110000000001,102.76950000000001,99.76350000000001,81.975,39.8739,54.0924,178.53459999999998,131.1651,117.15870000000001,119.1376,120.824,95.5733,44.187200000000004,247.7959,18.4616,17.7527,20.4144,99.10770000000001,2023-07-17,wholesale
Maximum Price,58.5,50.0,64.0,131.5,155.0,140.0,155.0,125.0,52.0,80.0,270.0,220.0,200.0,186.81,228.0,160.0,100.0,560.0,28.0,50.0,48.0,190.0,2023-07-17,wholesale
Minimum Price,11.5,17.5,16.5,48.0,70.0,64.0,72.0,63.5,22.5,30.0,115.0,93.4,85.0,93.0,92.0,75.0,27.84,123.0,5.8,7.4,8.0,40.0,2023-07-17,wholesale
Modal Price,32.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,127.5,110.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-17,wholesale
Average Price,35.7835,26.331,30.6281,66.08840000000001,122.4462,102.5754,99.54260000000001,81.811,39.8121,54.500299999999996,177.6187,131.4202,117.316,119.5403,121.1035,95.6819,44.1065,247.1866,18.5253,17.729,20.4607,99.0262,2023-07-18,wholesale
Maximum Price,58.5,50.0,64.0,131.5,155.0,140.0,155.0,125.0,52.0,80.0,250.0,220.0,200.0,186.81,228.0,160.0,100.0,519.34,28.0,55.0,48.0,200.0,2023-07-18,wholesale
Minimum Price,19.0,17.0,17.0,47.5,70.0,56.0,72.0,63.5,22.5,30.0,120.0,93.4,85.0,90.0,91.0,75.0,27.84,154.0,5.8,7.4,8.0,40.0,2023-07-18,wholesale
Modal Price,32.0,22.0,30.0,65.0,130.0,100.0,100.0,75.0,40.0,50.0,190.0,127.5,105.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-18,wholesale
Average Price,35.814899999999994,26.2337,30.5238,66.1824,123.37290000000002,103.0439,100.0226,81.90010000000001,39.746900000000004,54.3239,178.0602,131.2907,117.9113,119.2983,120.6539,95.46870000000001,44.320699999999995,245.3832,18.2136,17.9727,20.430999999999997,98.4507,2023-07-19,wholesale
Maximum Price,58.5,50.0,64.0,131.5,155.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,228.0,160.0,100.0,519.34,28.0,50.0,48.0,200.0,2023-07-19,wholesale
Minimum Price,12.0,17.0,17.5,47.0,72.0,56.0,72.0,63.5,22.5,30.0,120.0,98.0,85.0,90.0,90.0,75.0,27.84,150.0,5.8,7.4,8.0,40.0,2023-07-19,wholesale
Modal Price,32.0,22.0,30.0,65.0,132.5,100.0,100.0,75.0,40.0,50.0,190.0,125.0,110.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-19,wholesale
Average Price,35.873400000000004,26.2821,30.6204,66.1174,123.0386,103.0551,99.9456,81.8981,39.7915,54.2855,177.7098,131.9032,117.56049999999999,119.49549999999999,120.8839,95.6499,44.2338,245.0706,18.1625,17.9753,20.534699999999997,98.34809999999999,2023-07-20,wholesale
Maximum Price,58.5,50.0,64.0,131.5,155.0,145.0,155.0,125.0,52.0,75.5,240.0,220.0,200.0,197.8,228.0,160.0,100.0,519.34,28.0,50.0,48.0,200.0,2023-07-20,wholesale
Minimum Price,12.0,17.0,17.0,46.5,70.0,56.0,72.0,63.5,22.5,30.0,120.0,98.0,85.0,90.0,89.0,75.0,27.84,150.0,5.8,7.4,8.0,40.0,2023-07-20,wholesale
Modal Price,32.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,100.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-20,wholesale
Average Price,35.9746,26.278200000000002,30.5562,66.0068,123.2728,103.211,100.16680000000001,81.8492,39.8144,54.1286,177.8748,131.54229999999998,117.5123,119.367,120.815,95.71520000000001,44.2003,247.00060000000002,18.1333,18.0652,20.592100000000002,97.68879999999999,2023-07-21,wholesale
Maximum Price,58.5,50.0,64.0,131.5,155.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,210.0,160.0,100.0,519.34,28.0,50.0,48.0,200.0,2023-07-21,wholesale
Minimum Price,12.0,17.0,17.0,46.0,70.0,56.0,72.0,63.5,22.5,30.0,120.0,98.0,85.0,90.0,89.0,75.0,27.84,151.0,5.8,7.4,8.0,40.0,2023-07-21,wholesale
Modal Price,32.0,22.5,30.0,65.0,130.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,100.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-21,wholesale
Average Price,36.0294,25.998800000000003,30.416999999999998,66.3783,124.24040000000001,103.4337,100.3495,81.7513,39.7695,54.2399,178.3946,131.0056,117.91860000000001,118.5428,120.8995,96.1467,44.4872,245.72099999999998,18.2876,17.8446,20.346400000000003,96.9919,2023-07-22,wholesale
Maximum Price,58.0,50.0,64.0,131.5,155.0,145.0,136.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,519.34,28.0,48.0,48.0,200.0,2023-07-22,wholesale
Minimum Price,12.0,17.0,17.0,45.5,72.0,56.0,72.0,64.0,22.5,33.0,120.0,98.0,85.0,90.0,89.0,75.0,27.84,142.0,5.8,7.75,8.0,40.0,2023-07-22,wholesale
Modal Price,32.0,22.0,30.0,65.0,130.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,105.0,110.0,110.0,90.0,45.0,200.0,24.5,15.0,20.0,100.0,2023-07-22,wholesale
Average Price,35.9857,26.086100000000002,30.615,65.5913,125.5168,103.6347,100.0372,81.1671,39.475,53.7103,177.2232,129.77700000000002,115.3519,117.04860000000001,119.2147,94.57459999999999,43.7318,242.4185,18.791700000000002,17.4756,19.5659,95.76899999999999,2023-07-23,wholesale
Maximum Price,58.0,45.0,59.0,131.5,155.0,145.0,136.0,125.0,45.0,75.0,240.0,190.0,197.0,167.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,180.0,2023-07-23,wholesale
Minimum Price,20.0,17.0,22.45,51.0,72.0,64.0,74.0,64.0,32.0,33.0,120.0,98.0,85.0,93.0,89.0,75.0,27.84,142.0,5.8,7.75,8.0,40.0,2023-07-23,wholesale
Modal Price,32.0,23.0,30.0,65.0,130.0,100.0,98.0,75.0,40.0,50.0,185.0,125.0,115.0,110.0,110.0,90.0,45.0,200.0,24.5,15.0,20.0,100.0,2023-07-23,wholesale
Average Price,35.8795,26.291900000000002,30.581100000000003,66.2418,123.314,103.2244,100.2589,81.8597,39.829299999999996,54.380900000000004,178.6721,131.7236,117.99,119.65899999999999,120.6689,95.7331,44.4652,247.1654,18.1854,18.0246,20.586199999999998,97.09129999999999,2023-07-24,wholesale
Maximum Price,58.5,50.0,64.0,131.5,155.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,228.0,160.0,100.0,519.34,28.0,50.0,48.0,180.0,2023-07-24,wholesale
Minimum Price,12.5,17.0,17.5,45.0,70.0,56.0,72.0,64.0,22.5,33.0,120.0,98.0,85.0,90.0,90.0,75.0,27.84,140.0,5.8,7.4,7.75,40.0,2023-07-24,wholesale
Modal Price,32.0,23.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,105.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-24,wholesale
Average Price,35.9237,26.192600000000002,30.593899999999998,66.337,123.5318,103.4925,100.2377,81.9962,39.8041,54.360299999999995,178.22060000000002,131.3572,117.70469999999999,119.29209999999999,121.1631,95.9953,44.3866,247.78349999999998,18.2031,18.0412,20.5527,99.1401,2023-07-25,wholesale
Maximum Price,58.5,50.0,64.0,131.5,155.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,519.34,28.0,60.0,48.0,200.0,2023-07-25,wholesale
Minimum Price,12.5,17.0,17.5,45.0,70.0,56.0,72.0,63.0,22.5,33.0,120.0,98.0,85.0,92.0,91.0,75.0,27.84,140.0,5.8,7.4,7.9,40.0,2023-07-25,wholesale
Modal Price,32.0,22.5,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,100.0,110.0,110.0,90.0,45.0,200.0,24.0,15.0,20.0,100.0,2023-07-25,wholesale
Average Price,35.941900000000004,26.2481,30.585500000000003,66.2812,123.5058,103.3055,100.3522,81.93879999999999,39.8251,54.3824,179.1473,131.4417,118.11959999999999,119.4803,121.3573,95.92030000000001,44.4635,247.61720000000003,18.2931,17.9412,20.5379,99.98559999999999,2023-07-26,wholesale
Maximum Price,58.5,45.0,64.0,131.5,155.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,228.0,160.0,100.0,550.0,28.0,60.0,48.0,170.0,2023-07-26,wholesale
Minimum Price,13.0,17.0,17.0,45.0,70.0,56.0,72.0,63.0,22.5,33.0,120.0,98.0,85.0,92.0,92.0,75.0,27.84,140.0,5.8,7.4,8.0,40.0,2023-07-26,wholesale
Modal Price,32.0,23.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,100.0,110.0,110.0,90.0,45.0,200.0,24.5,15.0,20.0,100.0,2023-07-26,wholesale
Average Price,35.9277,26.288400000000003,30.608800000000002,66.252,123.72129999999999,103.20020000000001,100.1067,81.6643,39.8577,54.4502,178.9924,131.2214,117.6286,119.1568,120.54870000000001,95.851,44.4021,246.50779999999997,18.2249,18.0168,20.5121,101.65129999999999,2023-07-27,wholesale
Maximum Price,58.5,45.0,64.0,131.5,157.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,60.0,48.0,190.0,2023-07-27,wholesale
Minimum Price,13.0,17.0,16.5,45.0,70.0,56.0,72.0,63.0,22.5,33.0,120.0,98.0,85.0,92.0,93.5,75.0,27.84,140.0,5.8,7.4,8.0,40.0,2023-07-27,wholesale
Modal Price,32.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,110.0,110.0,110.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-07-27,wholesale
Average Price,35.7095,26.299699999999998,30.5854,66.1473,123.1161,102.6187,99.7579,81.5881,39.7934,54.3484,177.81169999999997,131.8823,117.0598,119.3576,121.2281,96.1119,44.0441,248.732,18.653,17.723499999999998,20.4183,102.4224,2023-07-28,wholesale
Maximum Price,58.5,45.0,64.0,131.5,157.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,65.0,48.0,180.0,2023-07-28,wholesale
Minimum Price,13.5,17.0,16.0,45.0,70.0,56.0,72.0,63.0,22.5,33.0,120.0,98.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,40.0,2023-07-28,wholesale
Modal Price,32.5,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,105.0,110.0,110.0,100.0,45.0,200.0,24.0,15.0,20.0,100.0,2023-07-28,wholesale
Average Price,36.3232,26.305,30.6694,66.6863,125.117,103.781,100.8335,81.9163,39.857800000000005,54.4937,180.0564,130.637,117.1339,117.2482,119.58319999999999,95.6777,44.6775,247.08950000000002,18.0157,18.0836,20.6511,102.7457,2023-07-29,wholesale
Maximum Price,58.0,45.0,64.0,131.5,157.0,145.0,136.0,125.0,49.0,80.0,240.0,220.0,200.0,175.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,180.0,2023-07-29,wholesale
Minimum Price,13.5,17.0,16.0,45.0,72.0,56.0,72.0,64.0,22.5,33.0,120.0,98.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,8.0,8.0,40.0,2023-07-29,wholesale
Modal Price,32.0,23.0,30.0,62.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,100.0,110.0,110.0,97.5,45.0,200.0,24.0,15.0,20.0,100.0,2023-07-29,wholesale
Average Price,36.3896,26.2663,30.6746,65.4641,125.64370000000001,103.31389999999999,100.1056,81.0813,39.418,53.961800000000004,178.8102,130.2644,115.25389999999999,117.0026,119.3512,95.1627,43.7161,242.35240000000002,19.1077,17.5549,19.6134,103.9606,2023-07-30,wholesale
Maximum Price,58.0,45.0,58.0,131.5,157.0,140.0,136.0,120.0,45.0,75.0,240.0,197.0,197.0,167.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,170.0,2023-07-30,wholesale
Minimum Price,21.5,17.0,22.45,51.0,72.0,60.0,74.0,64.0,32.0,35.0,125.0,98.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,8.0,8.0,40.0,2023-07-30,wholesale
Modal Price,32.0,23.5,28.0,62.0,135.0,100.0,100.0,75.0,40.0,50.0,190.0,125.0,110.0,110.0,110.0,92.5,45.0,200.0,24.0,15.0,20.0,100.0,2023-07-30,wholesale
Average Price,35.990300000000005,26.3556,30.613000000000003,66.3576,124.1525,103.3549,100.3197,81.7216,39.841300000000004,54.371,180.0234,131.79399999999998,117.4526,119.59649999999999,120.5367,95.9209,44.493,246.764,18.1858,17.927599999999998,20.520599999999998,108.49950000000001,2023-07-31,wholesale
Maximum Price,58.5,45.0,64.0,131.5,157.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,228.0,160.0,100.0,550.0,28.0,48.0,48.0,180.0,2023-07-31,wholesale
Minimum Price,13.5,17.0,16.0,45.0,72.0,60.0,72.0,63.0,22.5,33.0,120.0,98.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,40.0,2023-07-31,wholesale
Modal Price,32.0,22.5,30.0,62.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,130.0,110.0,110.0,120.0,90.0,45.0,200.0,24.0,15.0,20.0,110.0,2023-07-31,wholesale
Average Price,35.9326,26.3227,30.604699999999998,66.3141,123.5451,103.2723,100.20649999999999,81.8696,39.8307,54.491499999999995,178.8867,131.675,117.5942,119.3152,120.92120000000001,96.1733,44.4978,249.30740000000003,18.2334,18.1142,20.5793,110.7098,2023-08-01,wholesale
Maximum Price,60.0,45.0,64.0,131.5,157.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,228.0,160.0,100.0,550.0,28.0,48.0,48.0,180.0,2023-08-01,wholesale
Minimum Price,13.5,17.0,16.5,45.0,70.0,60.0,72.0,63.0,22.0,33.0,120.0,98.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,40.0,2023-08-01,wholesale
Modal Price,32.0,22.0,30.0,65.0,120.0,100.0,100.0,75.0,40.0,50.0,180.0,130.0,110.0,110.0,115.0,90.0,45.0,200.0,25.0,15.0,20.0,100.0,2023-08-01,wholesale
Average Price,36.0925,26.3271,30.5881,66.2056,124.00319999999999,103.25479999999999,100.1102,81.6788,39.8138,54.6025,179.88139999999999,131.7003,117.5431,118.8683,120.37870000000001,95.89540000000001,44.4358,247.8574,18.3903,18.0519,20.644000000000002,114.97319999999999,2023-08-02,wholesale
Maximum Price,60.0,45.0,64.0,131.5,157.0,140.0,155.0,124.0,52.0,80.0,240.0,210.0,200.0,197.8,228.0,160.0,100.0,550.0,28.0,48.0,48.0,250.0,2023-08-02,wholesale
Minimum Price,13.5,17.0,16.5,45.0,70.0,60.0,72.0,63.0,22.0,33.0,120.0,90.0,87.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,38.0,2023-08-02,wholesale
Modal Price,33.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,130.0,115.0,110.0,115.0,90.0,45.0,200.0,24.0,15.0,20.0,120.0,2023-08-02,wholesale
Average Price,36.0843,26.3398,30.6167,66.3287,123.7432,103.41159999999999,100.1549,81.8045,39.8694,54.4957,179.5537,131.899,117.5231,119.64920000000001,121.1478,96.22,44.5039,247.9302,18.2231,18.143900000000002,20.685100000000002,115.9773,2023-08-03,wholesale
Maximum Price,60.0,45.0,64.0,131.5,157.0,145.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,228.0,160.0,100.0,550.0,28.0,48.0,48.0,230.0,2023-08-03,wholesale
Minimum Price,13.0,17.0,16.5,44.5,70.0,60.0,72.0,63.0,22.0,33.0,120.0,90.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,38.5,2023-08-03,wholesale
Modal Price,32.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,127.5,115.0,110.0,110.0,90.0,45.0,200.0,24.0,15.0,20.0,100.0,2023-08-03,wholesale
Average Price,36.0621,26.362399999999997,30.6934,66.2879,123.67559999999999,103.2419,100.1614,81.683,39.8681,54.4871,178.9565,132.0679,117.6526,119.5615,121.21860000000001,96.2611,44.5723,248.6502,18.3716,18.113,20.6345,115.45389999999999,2023-08-04,wholesale
Maximum Price,60.0,45.0,64.0,131.5,157.0,145.25,155.0,125.0,52.0,80.0,240.0,220.0,200.0,197.8,228.0,160.0,100.0,550.0,28.0,48.0,48.0,230.0,2023-08-04,wholesale
Minimum Price,13.0,17.0,16.5,44.0,70.0,60.0,72.0,63.0,22.0,33.0,120.0,95.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,38.5,2023-08-04,wholesale
Modal Price,32.0,22.5,30.0,65.0,120.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,110.0,115.0,120.0,90.0,45.0,200.0,24.5,15.0,20.0,120.0,2023-08-04,wholesale
Average Price,36.3044,26.5006,30.840500000000002,66.437,124.90950000000001,103.9349,100.7076,81.6055,39.8448,54.6147,180.1147,132.0954,117.5909,118.11489999999999,119.8507,96.016,44.4098,245.12919999999997,18.340999999999998,18.1111,20.6944,114.09370000000001,2023-08-05,wholesale
Maximum Price,58.0,45.0,64.0,131.5,157.0,145.25,155.0,125.0,52.0,80.0,240.0,210.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,220.0,2023-08-05,wholesale
Minimum Price,13.0,17.0,16.5,44.0,72.0,60.0,72.0,63.0,22.0,33.0,120.0,95.0,85.0,95.0,94.0,75.0,27.84,140.0,5.8,7.5,8.0,38.5,2023-08-05,wholesale
Modal Price,32.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,100.0,110.0,110.0,90.0,45.0,220.0,24.0,15.0,20.0,100.0,2023-08-05,wholesale
Average Price,36.4951,26.2987,30.7377,65.7274,125.8786,103.5734,100.09909999999999,81.0108,39.458200000000005,53.8196,179.43060000000003,131.205,115.2063,117.4711,119.66850000000001,95.5192,43.559,242.7269,19.0736,17.4693,19.6626,114.7933,2023-08-06,wholesale
Maximum Price,58.0,45.0,59.0,131.5,157.0,145.25,136.0,125.0,45.0,75.0,240.0,197.0,170.0,165.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,220.0,2023-08-06,wholesale
Minimum Price,21.5,17.0,22.45,51.0,72.0,60.0,74.0,64.0,32.0,33.0,120.0,95.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,8.0,8.0,38.5,2023-08-06,wholesale
Modal Price,32.0,22.0,28.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,125.0,120.0,110.0,120.0,90.0,45.0,200.0,24.0,15.0,20.0,100.0,2023-08-06,wholesale
Average Price,36.2614,26.4195,30.674,66.68270000000001,124.272,103.6611,100.5641,81.8871,39.92,54.6271,179.1672,131.8899,117.61139999999999,118.354,119.74879999999999,96.1199,44.6988,248.2635,18.2956,18.2377,21.000700000000002,111.9057,2023-08-07,wholesale
Maximum Price,60.0,46.0,64.0,131.5,157.0,145.25,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,220.0,2023-08-07,wholesale
Minimum Price,13.0,17.0,16.5,44.0,70.0,60.0,72.0,63.0,22.0,33.0,120.0,95.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,37.0,2023-08-07,wholesale
Modal Price,32.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,127.5,100.0,110.0,110.0,97.5,45.0,210.0,24.0,15.0,20.0,100.0,2023-08-07,wholesale
Average Price,36.308099999999996,26.429499999999997,30.6897,66.7995,124.2826,103.5262,100.3223,81.7004,39.8863,54.584300000000006,178.4984,132.6254,117.52860000000001,118.73219999999999,120.04799999999999,96.07780000000001,44.638000000000005,247.3095,18.3413,18.2675,21.1264,110.74799999999999,2023-08-08,wholesale
Maximum Price,60.0,46.0,64.0,131.5,154.0,145.25,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,210.0,2023-08-08,wholesale
Minimum Price,19.0,17.0,16.5,43.5,70.0,60.0,72.0,63.0,22.0,33.0,120.0,95.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,36.0,2023-08-08,wholesale
Modal Price,32.0,22.0,28.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,130.0,120.0,110.0,120.0,100.0,45.0,220.0,24.0,15.0,20.0,100.0,2023-08-08,wholesale
Average Price,36.6936,26.6164,30.8973,67.1415,125.6175,104.0809,101.0821,81.92309999999999,40.0333,54.908500000000004,180.1052,132.3254,117.4956,117.4699,119.4789,95.8397,44.9949,247.4123,18.466099999999997,18.4484,21.3886,109.1876,2023-08-09,wholesale
Maximum Price,60.0,46.0,64.0,131.5,154.0,140.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,210.0,2023-08-09,wholesale
Minimum Price,21.5,17.0,22.45,51.0,70.0,60.0,72.0,63.0,25.0,33.0,120.0,95.0,85.0,92.0,94.0,75.0,27.84,140.0,5.8,7.4,8.0,35.0,2023-08-09,wholesale
Modal Price,33.0,22.0,32.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,190.0,125.0,120.0,110.0,120.0,90.0,45.0,220.0,24.0,15.0,20.0,100.0,2023-08-09,wholesale
Average Price,36.339,26.5121,30.7199,66.7328,124.28389999999999,103.51100000000001,100.46799999999999,81.8519,40.0037,54.512299999999996,179.084,132.3779,117.6003,119.25319999999999,120.0535,96.0284,44.7156,247.0485,18.321099999999998,18.250899999999998,21.2207,106.9152,2023-08-10,wholesale
Maximum Price,60.0,46.0,64.0,131.5,154.0,140.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,48.0,48.0,210.0,2023-08-10,wholesale
Minimum Price,19.0,17.0,19.0,51.0,70.0,60.0,72.0,63.0,25.0,33.0,117.0,98.0,85.0,92.0,94.0,75.0,27.84,147.0,5.8,7.4,8.0,35.0,2023-08-10,wholesale
Modal Price,31.0,22.0,32.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,190.0,125.0,115.0,115.0,120.0,90.0,45.0,203.3333,24.0,15.0,20.0,100.0,2023-08-10,wholesale
Average Price,36.4039,26.5073,30.7287,66.8897,124.4604,103.51780000000001,100.3379,81.7723,39.994,54.6299,179.0489,132.7631,117.0262,119.1502,119.59110000000001,95.56700000000001,44.6025,248.6418,18.2483,18.186300000000003,21.3262,103.147,2023-08-11,wholesale
Maximum Price,60.0,55.0,64.0,131.5,154.0,142.0,155.0,125.0,52.0,80.0,240.0,220.0,200.0,180.0,228.0,160.0,100.0,550.0,28.0,48.0,50.0,210.0,2023-08-11,wholesale
Minimum Price,19.0,17.0,19.0,51.0,70.0,60.0,72.0,63.0,25.0,33.0,115.0,98.0,85.0,92.0,93.0,75.0,27.84,140.0,5.8,7.4,8.0,35.0,2023-08-11,wholesale
Modal Price,30.0,22.0,30.0,65.0,135.0,100.0,100.0,75.0,40.0,50.0,180.0,130.0,110.0,115.0,110.0,90.0,45.0,220.0,24.0,15.0,20.0,100.0,2023-08-11,wholesale
