States/UTs,Rice,Wheat,Atta,Gram Dal,Tur Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk,Groundnut Oil,Mustard Oil,Vanaspati,Soya Oil,Sunflower Oil,Palm Oil,Gur,Tea Loose,Salt,Potato,Onion,Tomato,Date,price_type
Maximum Price,59.0,44.0,63.5,105.0,128.0,145.0,128.0,115.0,52.0,72.5,252.74,220.0,200.0,186.81,250.0,174.2,90.0,580.0,27.0,55.0,50.0,70.0,2022-12-01,wholesale
Minimum Price,16.5,17.5,17.5,53.0,70.0,70.25,73.0,65.0,33.75,30.0,140.0,135.0,90.0,110.0,125.0,72.6,31.0,120.0,5.5,10.0,10.0,4.0,2022-12-01,wholesale
Modal Price,30.0,26.0,30.0,60.0,110.0,90.0,95.0,80.0,40.0,55.0,180.0,160.0,135.0,150.0,165.0,100.0,40.0,200.0,25.0,20.0,20.0,20.0,2022-12-01,wholesale
Average Price,33.6279,28.5645,32.1365,64.8557,103.27680000000001,98.5376,94.3689,85.9337,39.2708,51.8996,179.021,162.31040000000002,132.0556,144.721,160.6138,108.3824,43.556999999999995,247.01919999999998,18.2156,21.6272,22.772100000000002,25.5671,2022-12-02,wholesale
Maximum Price,59.0,44.0,63.5,105.0,128.0,145.0,128.0,115.0,52.0,72.5,252.74,210.0,200.0,190.0,250.0,174.2,90.0,580.0,27.0,55.0,60.0,70.0,2022-12-02,wholesale
Minimum Price,16.5,17.5,17.5,53.0,70.0,70.0,73.0,65.0,33.75,30.0,140.0,135.0,90.0,110.0,125.0,72.6,31.0,120.0,5.4,8.0,10.0,4.0,2022-12-02,wholesale
Modal Price,30.0,26.0,30.0,60.0,110.0,90.0,95.0,80.0,40.0,55.0,180.0,160.0,135.0,150.0,150.0,100.0,40.0,220.0,22.0,18.0,20.0,20.0,2022-12-02,wholesale
Average Price,33.4985,28.3808,32.1324,64.4746,102.6315,97.62200000000001,93.8039,85.6407,39.174299999999995,51.7003,177.9497,162.0276,131.033,144.6304,160.2919,107.69940000000001,42.7877,244.46540000000002,18.1511,21.185100000000002,22.2056,24.733400000000003,2022-12-03,wholesale
Maximum Price,59.0,44.0,63.5,105.0,128.0,145.0,128.0,115.0,52.0,72.5,252.74,210.0,200.0,190.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-03,wholesale
Minimum Price,16.5,17.5,22.0,53.0,70.0,70.0,73.0,65.0,33.25,30.0,140.0,135.0,90.0,110.0,126.0,82.0,31.0,120.0,5.38,8.0,10.0,4.0,2022-12-03,wholesale
Modal Price,31.0,26.0,30.0,60.0,105.0,90.0,95.0,80.0,40.0,50.0,180.0,160.0,125.0,150.0,150.0,100.0,40.0,220.0,22.0,20.0,20.0,20.0,2022-12-03,wholesale
Average Price,32.8087,27.7584,31.5338,62.9414,101.46260000000001,96.2748,92.55850000000001,84.8976,38.8241,50.92,177.65709999999999,162.4267,128.2755,145.1067,160.3549,108.12209999999999,41.366899999999994,249.7635,18.9924,19.6125,21.2133,23.295,2022-12-04,wholesale
Maximum Price,54.0,40.0,62.0,85.0,124.0,145.0,117.0,115.0,46.0,72.5,252.74,209.0,186.81,186.45,250.0,174.2,90.0,580.0,28.0,45.0,80.0,80.0,2022-12-04,wholesale
Minimum Price,17.25,17.5,22.0,53.0,70.0,70.0,73.0,65.0,34.0,30.0,140.0,135.0,90.0,110.0,126.0,85.9,31.0,125.0,5.2,8.0,10.0,4.0,2022-12-04,wholesale
Modal Price,32.0,26.0,30.0,60.0,107.5,95.0,95.0,82.5,39.0,50.0,177.5,160.0,125.0,150.0,163.3333,105.0,40.0,220.0,23.5,20.0,20.0,20.0,2022-12-04,wholesale
Average Price,33.2579,28.754299999999997,32.289899999999996,64.9184,103.0091,98.3516,94.5007,85.7697,39.365700000000004,52.2059,178.24580000000003,162.18280000000001,131.6948,144.8105,160.2559,107.6482,43.5801,249.28740000000002,18.0748,21.1611,22.5988,24.9958,2022-12-05,wholesale
Maximum Price,59.0,44.0,63.5,105.0,128.0,145.0,128.0,115.0,52.0,72.5,252.74,210.0,200.0,190.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-05,wholesale
Minimum Price,17.0,17.5,17.5,53.0,70.0,70.0,73.0,65.0,33.25,30.0,140.0,135.0,90.0,110.0,126.0,72.5,30.0,120.0,5.8,8.0,9.0,4.0,2022-12-05,wholesale
Modal Price,30.0,26.0,30.0,61.0,110.0,90.0,95.0,82.5,40.0,50.0,182.5,157.5,125.0,150.0,160.0,100.0,40.0,220.0,22.0,20.0,20.0,20.0,2022-12-05,wholesale
Average Price,33.1455,28.655500000000004,32.0299,64.8866,102.765,98.03659999999999,94.22200000000001,85.5906,39.3077,52.349799999999995,177.90189999999998,161.8184,130.9465,143.56879999999998,159.3366,106.79639999999999,43.662200000000006,247.1629,17.9548,20.971,22.4808,25.024,2022-12-06,wholesale
Maximum Price,59.0,44.0,62.0,105.0,128.0,145.0,128.0,115.0,52.0,72.5,252.74,210.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-06,wholesale
Minimum Price,16.5,17.5,17.5,53.0,70.0,70.0,73.0,65.0,33.25,30.0,140.0,135.0,88.0,110.0,126.0,72.5,28.5,120.0,5.2,8.0,9.0,4.0,2022-12-06,wholesale
Modal Price,30.0,26.0,30.0,60.0,110.0,90.0,95.0,80.0,40.0,50.0,190.0,160.0,125.0,150.0,155.0,105.0,40.0,220.0,22.0,18.0,20.0,20.0,2022-12-06,wholesale
Average Price,33.205,28.680100000000003,32.254,64.59270000000001,102.5079,98.00659999999999,94.21969999999999,85.5549,39.2494,52.621,178.269,162.0476,131.0843,144.184,160.186,107.5205,43.4504,246.66490000000002,17.9902,20.890100000000004,22.1609,24.7803,2022-12-07,wholesale
Maximum Price,59.0,44.0,63.5,105.0,128.0,145.0,128.0,115.0,52.0,72.5,252.74,210.0,200.0,190.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-07,wholesale
Minimum Price,16.5,19.5,17.5,53.0,68.6,70.0,73.0,65.0,33.25,30.0,140.0,135.0,88.0,110.0,126.0,72.5,28.5,120.0,5.1,8.0,9.0,4.0,2022-12-07,wholesale
Modal Price,30.0,26.0,30.0,60.0,110.0,90.0,95.0,80.0,40.0,50.0,182.5,150.0,125.0,150.0,150.0,102.5,40.0,210.0,22.0,18.0,20.0,20.0,2022-12-07,wholesale
Average Price,33.161300000000004,28.699299999999997,32.1736,64.929,102.60879999999999,98.1049,94.4085,85.6644,39.2905,52.2109,177.34099999999998,161.7465,130.7646,143.3007,159.5712,107.15549999999999,43.6661,246.685,18.1012,20.7392,22.0971,24.4516,2022-12-08,wholesale
Maximum Price,59.0,44.0,63.5,103.0,128.0,145.0,128.0,115.0,52.0,72.5,252.74,210.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-08,wholesale
Minimum Price,16.0,17.5,17.5,53.0,68.6,70.0,73.0,65.0,33.25,30.0,140.0,135.0,88.0,115.0,126.0,73.0,28.5,120.0,5.1,8.0,9.0,4.0,2022-12-08,wholesale
Modal Price,28.0,26.0,30.0,60.0,110.0,90.0,95.0,80.0,40.0,55.0,180.0,160.0,130.0,150.0,150.0,100.0,40.0,220.0,22.0,18.0,20.0,25.0,2022-12-08,wholesale
Average Price,33.0783,28.609099999999998,32.1421,64.4909,102.4499,97.6575,94.14280000000001,85.39659999999999,39.259,52.1498,177.3134,161.8127,131.2146,143.4111,159.4932,107.211,43.2667,246.4778,17.910999999999998,20.5696,21.8277,24.237,2022-12-09,wholesale
Maximum Price,59.0,44.0,64.5,103.0,126.0,145.0,128.0,115.0,52.0,72.5,252.74,210.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-09,wholesale
Minimum Price,16.0,17.5,17.5,53.0,70.0,70.0,73.0,65.0,33.25,30.0,140.0,135.0,88.0,110.0,126.0,73.0,28.5,120.0,5.0,8.0,8.0,4.0,2022-12-09,wholesale
Modal Price,30.0,26.0,32.0,60.0,105.0,90.0,95.0,80.0,40.0,52.5,175.0,155.0,130.0,150.0,165.0,100.0,40.0,200.0,22.0,17.0,20.0,20.0,2022-12-09,wholesale
Average Price,32.4587,28.0528,32.0107,64.1168,101.77159999999999,96.7602,93.6672,84.8707,39.2714,51.951800000000006,177.40900000000002,161.1294,129.3692,143.0002,161.1492,107.6125,42.1669,249.5036,18.6247,19.7747,21.543000000000003,24.368299999999998,2022-12-10,wholesale
Maximum Price,54.0,40.0,62.0,100.0,126.0,145.0,128.0,115.0,52.0,72.5,252.74,220.0,200.0,190.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-10,wholesale
Minimum Price,16.0,17.5,22.0,53.0,70.0,70.0,73.0,65.0,34.0,30.0,140.0,135.0,88.0,110.0,126.0,82.0,28.5,125.0,4.8,8.0,8.0,4.0,2022-12-10,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,40.0,52.5,185.0,150.0,125.0,150.0,170.0,100.0,40.0,200.0,22.0,18.0,20.0,25.0,2022-12-10,wholesale
Average Price,32.6169,28.075,31.6772,62.8509,101.0033,96.0168,92.3673,84.05,38.8688,50.9592,176.0126,161.2483,126.26280000000001,142.7343,158.9195,106.3805,41.4845,246.8484,18.695999999999998,18.831300000000002,20.0611,21.5595,2022-12-11,wholesale
Maximum Price,54.0,40.0,55.0,85.0,124.0,145.0,117.0,113.0,45.0,72.5,252.74,203.5,180.0,186.45,250.0,174.2,90.0,580.0,28.0,42.0,40.0,57.0,2022-12-11,wholesale
Minimum Price,17.0,17.5,22.0,52.5,70.0,70.0,73.0,65.0,34.0,30.0,140.0,135.0,88.0,110.0,126.0,82.0,28.5,130.0,4.6,8.0,8.0,4.0,2022-12-11,wholesale
Modal Price,30.0,26.0,30.0,60.0,99.0,92.5,95.0,80.0,40.0,50.0,185.0,160.0,125.0,147.5,180.0,100.0,40.0,200.0,22.0,18.0,20.0,25.0,2022-12-11,wholesale
Average Price,33.3168,28.5429,32.2169,64.488,102.3664,97.4461,94.0785,85.2959,39.2382,52.0675,177.42970000000003,161.3587,130.5896,142.2793,159.90959999999998,107.6699,43.4145,245.5409,17.9637,20.5025,21.8037,24.275,2022-12-12,wholesale
Maximum Price,56.5,42.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,252.74,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-12,wholesale
Minimum Price,16.0,17.5,20.0,52.5,70.0,70.0,73.0,65.0,33.25,30.0,140.0,135.0,87.0,110.0,125.0,82.0,28.5,120.0,4.4,8.0,9.0,4.5,2022-12-12,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,40.0,50.0,185.0,150.0,125.0,147.5,170.0,100.0,40.0,220.0,24.0,16.0,20.0,15.0,2022-12-12,wholesale
Average Price,33.0992,28.7352,32.3454,64.7169,102.40370000000001,97.7633,94.1808,85.4373,39.291,52.228,177.37810000000002,161.3689,130.67510000000001,141.7985,160.0162,107.5676,43.5705,247.8566,17.8993,20.639200000000002,21.7669,24.4268,2022-12-13,wholesale
Maximum Price,59.0,44.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,252.74,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-13,wholesale
Minimum Price,16.0,17.5,17.5,52.5,70.0,70.0,73.0,65.0,33.25,30.0,140.0,133.0,87.0,110.0,126.0,73.0,27.0,120.0,4.2,8.0,9.0,5.0,2022-12-13,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,38.0,50.0,180.0,150.0,135.0,140.0,150.0,105.0,40.0,220.0,23.0,16.0,18.0,15.0,2022-12-13,wholesale
Average Price,33.1914,28.7944,32.4328,64.8848,102.3752,98.0534,94.4422,85.43889999999999,39.3439,52.592200000000005,177.39669999999998,161.3279,131.0765,142.1582,159.5546,107.55969999999999,43.7195,247.53330000000003,17.9153,20.761,22.105999999999998,24.653299999999998,2022-12-14,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,247.25,220.0,200.0,200.0,230.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-14,wholesale
Minimum Price,16.5,17.5,17.5,52.5,70.0,70.0,73.0,65.0,33.25,30.0,140.0,133.0,87.0,110.0,126.0,81.0,27.0,120.0,4.0,8.0,9.0,5.0,2022-12-14,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,52.5,185.0,150.0,135.0,140.0,170.0,105.0,40.0,210.0,23.0,16.0,20.0,17.5,2022-12-14,wholesale
Average Price,32.878,28.6384,32.2499,64.4605,102.1742,97.6642,94.0584,85.27780000000001,39.2001,52.2633,177.2334,160.7067,129.8913,142.1633,159.54059999999998,107.2176,43.0436,247.29240000000001,17.803900000000002,20.4128,21.5079,24.128899999999998,2022-12-15,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-15,wholesale
Minimum Price,16.5,17.5,17.5,52.5,70.0,70.0,73.0,65.0,33.25,30.0,140.0,133.0,87.0,110.0,125.0,73.6,28.0,120.0,3.8,8.0,8.5,5.0,2022-12-15,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,55.0,180.0,150.0,137.5,140.0,150.0,102.5,40.0,210.0,22.0,16.0,20.0,15.0,2022-12-15,wholesale
Average Price,33.1805,28.7408,32.3558,64.4434,102.15280000000001,97.54790000000001,93.98870000000001,85.14569999999999,39.1879,52.217299999999994,176.90169999999998,160.7374,129.8356,142.1587,159.6328,107.0848,42.724799999999995,250.1406,17.8776,20.3367,21.4142,23.3068,2022-12-16,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,90.0,90.0,2022-12-16,wholesale
Minimum Price,16.5,17.5,17.5,52.5,70.0,70.0,73.0,65.0,33.25,30.0,140.0,133.0,87.0,110.0,126.0,73.25,28.0,120.0,3.5,8.0,8.0,4.0,2022-12-16,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,55.0,180.0,150.0,140.0,150.0,150.0,100.0,40.0,200.0,24.0,16.0,20.0,30.0,2022-12-16,wholesale
Average Price,33.2686,28.7482,32.5285,64.3689,102.2024,97.4956,93.8765,85.0508,39.1124,52.1599,177.1722,160.6318,128.6882,141.8273,159.513,106.7445,42.3366,252.28490000000002,17.6768,20.2188,21.0194,22.8027,2022-12-17,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,190.0,250.0,174.2,90.0,580.0,28.0,55.0,75.0,75.0,2022-12-17,wholesale
Minimum Price,16.5,17.5,21.0,52.5,70.0,70.0,73.0,65.0,33.25,30.0,135.0,133.0,87.0,110.0,126.0,73.25,28.0,120.0,3.4,6.5,8.0,4.0,2022-12-17,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,38.0,50.0,170.0,150.0,125.0,145.0,170.0,102.5,40.0,200.0,24.0,16.0,18.0,30.0,2022-12-17,wholesale
Average Price,32.6252,28.200100000000003,31.870900000000002,62.5825,100.59909999999999,95.5582,92.3282,84.11,38.608200000000004,51.0934,177.7455,160.19389999999999,124.5853,141.069,158.2192,105.3178,40.8572,250.0092,18.3364,18.895,19.6405,21.0667,2022-12-18,wholesale
Maximum Price,54.0,40.0,55.0,95.0,124.0,145.0,114.0,115.0,45.0,72.5,250.0,202.0,180.0,180.0,250.0,174.2,90.0,580.0,28.0,45.0,70.0,70.0,2022-12-18,wholesale
Minimum Price,17.5,17.0,21.0,52.5,70.0,70.0,73.0,65.0,34.0,30.0,140.0,133.0,87.0,109.65,126.0,82.0,28.5,125.0,3.6,8.0,8.0,4.0,2022-12-18,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,55.0,180.0,155.0,125.0,142.5,170.0,105.0,40.0,200.0,24.0,20.0,20.0,16.0,2022-12-18,wholesale
Average Price,33.2625,28.7549,32.3602,64.5308,101.867,97.5983,93.87180000000001,85.0706,39.1158,52.25020000000001,177.0907,160.2165,129.4112,141.4306,158.0325,106.2466,42.564099999999996,249.3253,17.7779,20.0082,21.0294,22.467100000000002,2022-12-19,wholesale
Maximum Price,57.5,44.0,64.5,102.0,125.0,145.0,121.0,115.0,48.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,50.0,70.0,70.0,2022-12-19,wholesale
Minimum Price,16.5,17.0,17.5,52.5,70.0,70.0,73.0,65.0,33.25,30.0,135.0,133.0,88.0,109.65,126.0,73.25,28.0,120.0,3.8,6.5,8.0,4.5,2022-12-19,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,38.0,50.0,180.0,150.0,133.3333,140.0,160.0,110.0,40.0,200.0,24.0,16.0,20.0,30.0,2022-12-19,wholesale
Average Price,32.9839,28.7489,32.3138,64.7977,101.96520000000001,97.5434,94.0407,85.2202,39.119699999999995,52.209700000000005,176.81810000000002,160.4042,129.1733,141.2665,158.1033,105.9884,42.673100000000005,248.1202,17.712,20.018800000000002,20.913400000000003,22.4848,2022-12-20,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,250.0,210.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-20,wholesale
Minimum Price,16.5,17.0,17.5,52.5,70.0,70.0,73.0,65.0,33.25,30.0,135.0,130.0,88.0,109.65,125.0,73.25,28.0,120.0,4.0,7.5,8.0,4.0,2022-12-20,wholesale
Modal Price,30.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,38.0,55.0,180.0,150.0,125.0,140.0,170.0,107.5,40.0,200.0,24.0,18.0,20.0,25.0,2022-12-20,wholesale
Average Price,33.1549,28.8534,32.371900000000004,64.6353,102.021,97.6666,93.8803,85.1144,39.0867,52.1175,175.6782,160.6326,129.2339,141.4509,157.9526,106.01,42.4837,249.85150000000002,17.618199999999998,19.963900000000002,20.9639,22.1115,2022-12-21,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,145.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-21,wholesale
Minimum Price,16.5,17.5,17.5,50.0,70.0,70.0,73.0,65.0,33.25,30.0,135.0,130.0,88.0,109.65,125.0,73.1,28.0,120.0,4.2,7.8,8.0,4.0,2022-12-21,wholesale
Modal Price,30.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,38.0,52.5,180.0,150.0,125.0,140.0,170.0,110.0,40.0,200.0,22.0,18.0,20.0,22.5,2022-12-21,wholesale
Average Price,33.1464,29.0027,32.4878,64.1096,102.0459,97.76270000000001,93.83059999999999,85.03450000000001,38.9693,51.801700000000004,175.69259999999997,160.4996,127.8042,141.7098,157.7498,106.30590000000001,42.1139,248.21400000000003,17.5323,19.6129,20.9569,21.4902,2022-12-22,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,136.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-22,wholesale
Minimum Price,16.5,17.0,17.5,50.0,70.0,70.0,73.0,65.0,33.0,29.0,135.0,133.0,88.0,110.25,126.0,73.1,28.0,120.0,3.8,7.8,8.0,4.0,2022-12-22,wholesale
Modal Price,30.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,38.0,50.0,175.0,150.0,135.0,140.0,165.0,100.0,40.0,220.0,24.0,16.0,20.0,21.0,2022-12-22,wholesale
Average Price,33.2727,28.9037,32.322399999999995,64.26,101.7765,97.40440000000001,93.6973,84.8847,38.9271,51.971199999999996,175.8416,160.2254,127.84,141.49620000000002,157.8227,106.13680000000001,42.118,248.6816,17.6422,19.7901,20.781599999999997,20.9175,2022-12-23,wholesale
Maximum Price,57.5,44.0,64.5,102.0,126.0,136.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-23,wholesale
Minimum Price,17.0,17.0,17.5,50.0,70.0,70.0,73.0,65.0,33.0,29.0,139.75,133.0,88.0,110.0,125.0,73.1,28.0,120.0,4.0,8.0,7.0,3.25,2022-12-23,wholesale
Modal Price,29.0,26.0,30.0,60.0,100.0,92.5,95.0,80.0,38.0,50.0,180.0,150.0,135.0,140.0,167.5,100.0,40.0,220.0,24.0,18.0,20.0,22.5,2022-12-23,wholesale
Average Price,33.2339,28.6978,32.374,63.7421,101.6647,96.985,93.6334,84.8082,38.8408,51.8591,175.61090000000002,159.8154,126.53280000000001,141.5698,157.5581,105.9825,41.817,249.3875,17.601,19.3907,20.555,20.3954,2022-12-24,wholesale
Maximum Price,56.5,42.0,64.5,102.0,126.0,136.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-24,wholesale
Minimum Price,16.5,17.0,22.0,50.0,70.0,70.0,73.0,65.0,33.0,29.0,139.5,130.0,88.0,110.0,126.0,73.1,28.0,120.0,4.2,8.0,7.0,3.5,2022-12-24,wholesale
Modal Price,30.0,26.0,30.0,60.0,100.0,90.0,95.0,80.0,38.0,50.0,180.0,150.0,137.5,150.0,165.0,100.0,40.0,220.0,24.0,18.0,20.0,20.0,2022-12-24,wholesale
Average Price,32.7712,28.326900000000002,31.8728,62.976000000000006,101.1143,96.46979999999999,92.9113,84.14120000000001,38.6074,51.095,177.35580000000002,159.887,124.4603,141.4581,156.4276,105.01440000000001,40.6513,247.6124,18.1812,18.1222,19.428,18.9574,2022-12-25,wholesale
Maximum Price,57.5,41.0,55.0,100.0,124.5,131.0,117.0,115.0,45.0,72.5,250.0,212.0,178.0,180.0,250.0,174.2,90.0,580.0,28.0,45.0,70.0,70.0,2022-12-25,wholesale
Minimum Price,17.5,17.0,22.5,50.0,70.0,70.0,73.0,65.0,33.0,30.0,139.0,130.0,90.0,110.0,125.0,83.0,29.0,120.0,4.5,8.0,7.0,3.5,2022-12-25,wholesale
Modal Price,30.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,52.5,180.0,160.0,130.0,145.0,180.0,105.0,40.0,200.0,24.0,12.0,19.0,15.0,2022-12-25,wholesale
Average Price,33.0839,28.775199999999998,32.1913,63.8967,101.8333,97.17309999999999,93.3802,84.7369,38.8052,51.3232,176.2432,160.0003,126.8525,141.47299999999998,156.695,105.42030000000001,41.513400000000004,248.3281,17.625999999999998,19.0536,20.447,19.9711,2022-12-26,wholesale
Maximum Price,58.0,44.0,62.0,102.0,126.0,132.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-26,wholesale
Minimum Price,17.0,17.0,22.0,50.0,70.0,70.0,73.0,65.0,33.0,29.0,139.0,130.0,88.0,110.0,125.0,73.1,28.8,120.0,4.8,8.0,7.0,3.75,2022-12-26,wholesale
Modal Price,29.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,50.0,180.0,150.0,135.0,140.0,170.0,100.0,40.0,220.0,24.0,20.0,20.0,20.0,2022-12-26,wholesale
Average Price,33.5441,29.0493,32.5275,64.15390000000001,102.0826,97.72,94.03059999999999,85.1455,38.802800000000005,51.8147,176.2642,160.095,126.8021,141.6279,157.19379999999998,105.8715,42.2481,247.30810000000002,17.6692,19.349,20.8382,19.9637,2022-12-27,wholesale
Maximum Price,58.0,44.0,64.5,102.0,126.0,136.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-27,wholesale
Minimum Price,17.0,17.0,22.0,50.0,70.0,70.0,73.0,65.0,33.0,29.0,139.0,128.0,88.0,112.0,126.0,73.3,28.0,120.0,5.0,7.0,8.0,3.5,2022-12-27,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,50.0,180.0,150.0,137.5,140.0,170.0,100.0,40.0,220.0,24.0,18.0,20.0,20.0,2022-12-27,wholesale
Average Price,33.4627,28.909699999999997,32.22,64.0762,101.3865,97.03479999999999,93.1608,84.6491,38.6638,51.389300000000006,175.1711,159.9918,125.7762,141.1267,156.0623,105.5745,41.5762,247.2118,17.6134,19.026,20.65,19.033900000000003,2022-12-28,wholesale
Maximum Price,58.0,42.0,62.0,102.0,124.5,132.0,120.0,115.0,48.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,50.0,70.0,70.0,2022-12-28,wholesale
Minimum Price,17.5,17.0,22.0,50.0,70.0,70.0,73.0,65.0,33.0,29.0,139.0,128.0,88.0,110.0,120.0,73.3,28.0,120.0,5.5,7.0,8.0,3.5,2022-12-28,wholesale
Modal Price,29.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,50.0,180.0,150.0,135.0,140.0,170.0,100.0,40.0,220.0,24.0,18.0,20.0,20.0,2022-12-28,wholesale
Average Price,33.3152,29.0517,32.5123,64.18520000000001,101.94959999999999,97.3988,93.6656,84.87459999999999,38.7035,51.8154,175.41099999999997,160.03040000000001,126.18690000000001,141.3642,157.3743,105.7667,41.8212,247.8608,17.4302,19.1769,21.065,19.2544,2022-12-29,wholesale
Maximum Price,58.0,44.0,64.5,102.0,126.0,136.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.2,90.0,580.0,28.0,55.0,70.0,70.0,2022-12-29,wholesale
Minimum Price,17.25,17.0,22.0,50.0,70.0,70.0,73.0,65.0,32.0,29.0,139.0,128.0,88.0,110.0,120.0,73.3,28.0,120.0,5.8,6.0,8.0,3.75,2022-12-29,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,95.0,95.0,80.0,38.0,50.0,180.0,150.0,130.0,140.0,170.0,100.0,40.0,220.0,24.0,18.0,20.0,10.0,2022-12-29,wholesale
Average Price,33.242399999999996,28.8375,32.3419,64.11319999999999,101.69229999999999,97.2059,93.37979999999999,84.869,38.7048,51.3371,175.20080000000002,159.8705,126.82950000000001,141.3896,157.0238,106.01549999999999,41.583999999999996,247.1344,17.4923,18.9919,20.7179,19.06,2022-12-30,wholesale
Maximum Price,57.5,42.0,64.5,102.0,126.0,136.0,128.0,115.0,52.0,72.5,250.0,220.0,200.0,200.0,250.0,174.0,90.0,519.34,27.0,55.0,70.0,70.0,2022-12-30,wholesale
Minimum Price,17.25,17.0,22.0,50.0,70.0,70.0,73.0,65.0,30.0,29.0,139.0,128.0,88.0,110.0,120.0,73.3,28.0,120.0,5.7,6.0,8.0,3.5,2022-12-30,wholesale
Modal Price,28.0,26.0,30.0,60.0,100.0,92.5,95.0,80.0,38.0,50.0,180.0,150.0,140.0,140.0,170.0,100.0,40.0,220.0,24.0,18.0,20.0,20.0,2022-12-30,wholesale
Average Price,33.4217,28.932100000000002,32.299099999999996,63.62,101.881,97.1031,93.111,84.8356,38.5935,51.510600000000004,175.25599999999997,159.8237,125.5202,141.9642,156.197,105.7939,41.296400000000006,247.0902,17.616600000000002,18.6835,20.4409,18.6313,2022-12-31,wholesale
